seq,year,orig_name,rel_path,size_bytes,lines,encoding,has_chinese,platform_features,md5_12,unreadable,normalized_rel
383,2024年度精选策略1,85.【深度解析 七】BBI指标-大盘涨跌-宽基轮动模型.txt,2024年度精选策略1\85.【深度解析 七】BBI指标-大盘涨跌-宽基轮动模型.txt,12864,363,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_value,d983c3e18941,False,normalized\2024年度精选策略1\85.【深度解析 七】BBI指标-大盘涨跌-宽基轮动模型.txt
384,2024年度精选策略1,86.根据连续亏损预判st股票.txt,2024年度精选策略1\86.根据连续亏损预判st股票.txt,7656,163,utf-8,True,,dec80b5468f7,False,normalized\2024年度精选策略1\86.根据连续亏损预判st股票.txt
385,2024年度精选策略1,87.山寨红利.txt,2024年度精选策略1\87.山寨红利.txt,4293,103,utf-8,True,initialize|run_monthly|set_benchmark|order_value|get_fundamentals,fb93ded06126,False,normalized\2024年度精选策略1\87.山寨红利.txt
386,2024年度精选策略1,88.韶华研究之十六，指数增强.txt,2024年度精选策略1\88.韶华研究之十六，指数增强.txt,19751,457,utf-8,True,run_daily|set_benchmark|order_target_value|get_price,689610c90abc,False,normalized\2024年度精选策略1\88.韶华研究之十六，指数增强.txt
387,2024年度精选策略1,89.【复现·水】市场情绪指标专题行业指数顶部和底部信号.txt,2024年度精选策略1\89.【复现·水】市场情绪指标专题行业指数顶部和底部信号.txt,11007,292,utf-8,True,,6f391860f430,False,normalized\2024年度精选策略1\89.【复现·水】市场情绪指标专题行业指数顶部和底部信号.txt
388,2024年度精选策略1,9.持仓95只大容量小市值，媲美金元顺安元启.txt,2024年度精选策略1\9.持仓95只大容量小市值，媲美金元顺安元启.txt,3355,95,utf-8,True,initialize|run_daily|run_monthly|set_benchmark|order_value|get_price|get_fundamentals,65ae80c577c9,False,normalized\2024年度精选策略1\9.持仓95只大容量小市值，媲美金元顺安元启.txt
389,2024年度精选策略1,90.【复现】凸显度因子.txt,2024年度精选策略1\90.【复现】凸显度因子.txt,21330,521,utf-8,True,,100446b5cdf8,False,normalized\2024年度精选策略1\90.【复现】凸显度因子.txt
390,2024年度精选策略1,91.【复现】多任务时序动量策略.txt,2024年度精选策略1\91.【复现】多任务时序动量策略.txt,636139,221,utf-8,True,,df84b6426b63,False,normalized\2024年度精选策略1\91.【复现】多任务时序动量策略.txt
391,2024年度精选策略1,92.【机器学习研究】动态多因子选股策略研究.txt,2024年度精选策略1\92.【机器学习研究】动态多因子选股策略研究.txt,16965,597,utf-8,True,get_price|get_fundamentals,31f4500d3010,False,normalized\2024年度精选策略1\92.【机器学习研究】动态多因子选股策略研究.txt
392,2024年度精选策略1,93.【复现】国信投资者情绪指数择时模型.txt,2024年度精选策略1\93.【复现】国信投资者情绪指数择时模型.txt,9367,311,utf-8,True,,b2224e5e6253,False,normalized\2024年度精选策略1\93.【复现】国信投资者情绪指数择时模型.txt
393,2024年度精选策略1,94.大市值小市值今年的一些分析，然后尝试预测小市值行情.txt,2024年度精选策略1\94.大市值小市值今年的一些分析，然后尝试预测小市值行情.txt,19022,431,utf-8,True,get_price|get_fundamentals,ad911cc1a66e,False,normalized\2024年度精选策略1\94.大市值小市值今年的一些分析，然后尝试预测小市值行情.txt
394,2024年度精选策略1,95.基金的最爱与最恶.txt,2024年度精选策略1\95.基金的最爱与最恶.txt,2763,159,utf-8,True,,f203400ef764,False,normalized\2024年度精选策略1\95.基金的最爱与最恶.txt
395,2024年度精选策略1,96.大盘预测器v1.1--引入世界数据.txt,2024年度精选策略1\96.大盘预测器v1.1--引入世界数据.txt,9483,300,utf-8,True,get_price,db0d9abb0098,False,normalized\2024年度精选策略1\96.大盘预测器v1.1--引入世界数据.txt
396,2024年度精选策略1,97.大周期顶底判断：FED指标+格雷厄姆指数一次搞定.txt,2024年度精选策略1\97.大周期顶底判断：FED指标+格雷厄姆指数一次搞定.txt,7713,246,utf-8,True,get_price,642953dd5043,False,normalized\2024年度精选策略1\97.大周期顶底判断：FED指标+格雷厄姆指数一次搞定.txt
397,2024年度精选策略1,98.FScore9因子模型改进——RFScore7因子.txt,2024年度精选策略1\98.FScore9因子模型改进——RFScore7因子.txt,82432,2263,utf-8,True,get_price|get_fundamentals,f866fe415da5,False,normalized\2024年度精选策略1\98.FScore9因子模型改进——RFScore7因子.txt
398,2024年度精选策略1,99.波动率交易的前言——期权定价.txt,2024年度精选策略1\99.波动率交易的前言——期权定价.txt,47095,958,utf-8,True,get_price,cdbd2af89250,False,normalized\2024年度精选策略1\99.波动率交易的前言——期权定价.txt
399,2025年度精选策略,"0.回测提速十倍,过滤ST,退市,停牌,新股优化方法.txt","2025年度精选策略\0.回测提速十倍,过滤ST,退市,停牌,新股优化方法.txt",3780,103,utf-8,True,initialize|handle_data,94c0388b663b,False,"normalized\2025年度精选策略\0.回测提速十倍,过滤ST,退市,停牌,新股优化方法.txt"
400,2025年度精选策略,1.龙回头3.0回测速度优化版.txt,2025年度精选策略\1.龙回头3.0回测速度优化版.txt,11992,342,utf-8,True,initialize|handle_data|before_trading_start|order_target_value|get_fundamentals,e306e41d6e8e,False,normalized\2025年度精选策略\1.龙回头3.0回测速度优化版.txt
401,2025年度精选策略,10.多因子选股.txt,2025年度精选策略\10.多因子选股.txt,55582,1572,utf-8,True,get_price|get_fundamentals,d8742715dfe8,False,normalized\2025年度精选策略\10.多因子选股.txt
402,2025年度精选策略,11.多因子选股策略——基于传统分析.txt,2025年度精选策略\11.多因子选股策略——基于传统分析.txt,41128,1171,utf-8,True,get_price|get_fundamentals,3167ac34f3d9,False,normalized\2025年度精选策略\11.多因子选股策略——基于传统分析.txt
403,2025年度精选策略,12.机器学习用于量化分析.txt,2025年度精选策略\12.机器学习用于量化分析.txt,36080,1104,utf-8,True,initialize|get_price|get_fundamentals,91729e68d9d1,False,normalized\2025年度精选策略\12.机器学习用于量化分析.txt
404,2025年度精选策略,13.7年40倍，模拟超过两年，年化高回撤低.txt,2025年度精选策略\13.7年40倍，模拟超过两年，年化高回撤低.txt,10692,241,utf-8,True,initialize|run_daily|before_trading_start|order_target_value|order_value|get_fundamentals,51f57a8e10a5,False,normalized\2025年度精选策略\13.7年40倍，模拟超过两年，年化高回撤低.txt
405,2025年度精选策略,14.FOF养老成长基金-v2.0.txt,2025年度精选策略\14.FOF养老成长基金-v2.0.txt,28040,649,utf-8,True,initialize|handle_data|set_benchmark|order_target_value,b1d6c8cfb3f4,False,normalized\2025年度精选策略\14.FOF养老成长基金-v2.0.txt
406,2025年度精选策略,15.小市值策略之再优化，年化接近翻倍.txt,2025年度精选策略\15.小市值策略之再优化，年化接近翻倍.txt,8538,214,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|get_fundamentals,21af8c66c15e,False,normalized\2025年度精选策略\15.小市值策略之再优化，年化接近翻倍.txt
407,2025年度精选策略,16.缠论工具（笔， 线段）.txt,2025年度精选策略\16.缠论工具（笔， 线段）.txt,110338,1888,utf-8,True,,6b1c20421094,False,normalized\2025年度精选策略\16.缠论工具（笔， 线段）.txt
408,2025年度精选策略,17.基金跟随策略，19年年化60%.txt,2025年度精选策略\17.基金跟随策略，19年年化60%.txt,17947,488,utf-8,True,initialize|run_daily|run_monthly|set_benchmark|order_target_value,bc9f320c2b6f,False,normalized\2025年度精选策略\17.基金跟随策略，19年年化60%.txt
409,2025年度精选策略,18.6年17倍的etf+分级b的轮动趋势策略跟随感悟.txt,2025年度精选策略\18.6年17倍的etf+分级b的轮动趋势策略跟随感悟.txt,10613,249,utf-8,True,initialize|run_daily|set_benchmark|order_target_value,3cb631cd66a1,False,normalized\2025年度精选策略\18.6年17倍的etf+分级b的轮动趋势策略跟随感悟.txt
410,2025年度精选策略,19.简单到发指的股指策略(2013到现在收益10949%).txt,2025年度精选策略\19.简单到发指的股指策略(2013到现在收益10949%).txt,1870,63,utf-8,True,initialize|run_daily|set_benchmark|order_target_value,f6856ed59e5e,False,normalized\2025年度精选策略\19.简单到发指的股指策略(2013到现在收益10949%).txt
411,2025年度精选策略,2.板块轮动打分与热度追踪.txt,2025年度精选策略\2.板块轮动打分与热度追踪.txt,8759,218,utf-8,True,get_price,71e1ebc9a51d,False,normalized\2025年度精选策略\2.板块轮动打分与热度追踪.txt
412,2025年度精选策略,20.冲天炮最高板策略，收益惊呆了我.txt,2025年度精选策略\20.冲天炮最高板策略，收益惊呆了我.txt,6200,157,utf-8,True,initialize|run_daily|set_benchmark|order_value|get_price,3f9a184572f0,False,normalized\2025年度精选策略\20.冲天炮最高板策略，收益惊呆了我.txt
413,2025年度精选策略,21.策略coding吐槽帖——以“网红”ETF轮动为例.txt,2025年度精选策略\21.策略coding吐槽帖——以“网红”ETF轮动为例.txt,10314,242,utf-8,True,initialize|run_daily|set_benchmark|order_target_value,cdec36e6f742,False,normalized\2025年度精选策略\21.策略coding吐槽帖——以“网红”ETF轮动为例.txt
414,2025年度精选策略,22.“开弓”ETF轮动模型——改.txt,2025年度精选策略\22.“开弓”ETF轮动模型——改.txt,5955,144,utf-8,True,initialize|run_daily|set_benchmark|order_value,e370e705b8c0,False,normalized\2025年度精选策略\22.“开弓”ETF轮动模型——改.txt
415,2025年度精选策略,23.玩趋势交易的看进来~~~~2.txt,2025年度精选策略\23.玩趋势交易的看进来~~~~2.txt,4579,138,utf-8,True,get_price,66467a8911b0,False,normalized\2025年度精选策略\23.玩趋势交易的看进来~~~~2.txt
416,2025年度精选策略,24.现在便宜的300就是最好的，收益惊人！【结束了】.txt,2025年度精选策略\24.现在便宜的300就是最好的，收益惊人！【结束了】.txt,6755,169,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|get_fundamentals,6d26bdf30c7d,False,normalized\2025年度精选策略\24.现在便宜的300就是最好的，收益惊人！【结束了】.txt
417,2025年度精选策略,25.基本不耍六毛的ETF轮动策略.txt,2025年度精选策略\25.基本不耍六毛的ETF轮动策略.txt,9260,219,utf-8,True,initialize|run_daily|run_weekly|run_monthly|set_benchmark|order_target_value|order_value,034a8e9bf9f9,False,normalized\2025年度精选策略\25.基本不耍六毛的ETF轮动策略.txt
418,2025年度精选策略,26.稳定高回报周期股策略2.txt,2025年度精选策略\26.稳定高回报周期股策略2.txt,10323,250,utf-8,True,initialize|run_monthly|set_benchmark|order_target_value|get_fundamentals,4b04ec0f927c,False,normalized\2025年度精选策略\26.稳定高回报周期股策略2.txt
419,2025年度精选策略,27.基于RSRS的趋势交易与网格交易相结合的尝试.txt,2025年度精选策略\27.基于RSRS的趋势交易与网格交易相结合的尝试.txt,6992,149,utf-8,True,initialize|run_daily|set_benchmark|get_price,c4c615899fc0,False,normalized\2025年度精选策略\27.基于RSRS的趋势交易与网格交易相结合的尝试.txt
420,2025年度精选策略,28.XGBoost模型多因子策略分享.txt,2025年度精选策略\28.XGBoost模型多因子策略分享.txt,23045,508,utf-8,True,initialize|handle_data|set_benchmark|order_target_value|get_price|get_fundamentals,e22bdc938743,False,normalized\2025年度精选策略\28.XGBoost模型多因子策略分享.txt
421,2025年度精选策略,29.北上资金（北向资金港资外资）因子分析与策略分享.txt,2025年度精选策略\29.北上资金（北向资金港资外资）因子分析与策略分享.txt,8945,218,utf-8,True,initialize|handle_data|set_benchmark|order_target_value|get_price,b1ececf84589,False,normalized\2025年度精选策略\29.北上资金（北向资金港资外资）因子分析与策略分享.txt
422,2025年度精选策略,3.一个简单而持续稳定的懒人超额收益策略.txt,2025年度精选策略\3.一个简单而持续稳定的懒人超额收益策略.txt,2005,56,utf-8,True,initialize|run_daily|run_monthly|order_value,e1d490e338ef,False,normalized\2025年度精选策略\3.一个简单而持续稳定的懒人超额收益策略.txt
423,2025年度精选策略,30.ETF宽基轮动修改版-1.0.txt,2025年度精选策略\30.ETF宽基轮动修改版-1.0.txt,5781,140,utf-8,True,initialize|run_daily|before_trading_start|set_benchmark|order_target_value,7e3eaa36c125,False,normalized\2025年度精选策略\30.ETF宽基轮动修改版-1.0.txt
424,2025年度精选策略,31.RSRS择时+货币基金--6年8倍行业周期股策略.txt,2025年度精选策略\31.RSRS择时+货币基金--6年8倍行业周期股策略.txt,13282,355,utf-8,True,initialize|handle_data|run_monthly|set_benchmark|order_target_value|get_price|get_fundamentals,a8944b06ee52,False,normalized\2025年度精选策略\31.RSRS择时+货币基金--6年8倍行业周期股策略.txt
425,2025年度精选策略,32.北向资金A股择时策略（5年16倍）.txt,2025年度精选策略\32.北向资金A股择时策略（5年16倍）.txt,4373,115,utf-8,True,initialize|run_daily|set_benchmark|order_value,b20db430c3c3,False,normalized\2025年度精选策略\32.北向资金A股择时策略（5年16倍）.txt
426,2025年度精选策略,33.【研报复现】基于风险溢价的沪深300择时-目前依然有效.txt,2025年度精选策略\33.【研报复现】基于风险溢价的沪深300择时-目前依然有效.txt,9475,313,utf-8,True,get_price,db61edc0c634,False,normalized\2025年度精选策略\33.【研报复现】基于风险溢价的沪深300择时-目前依然有效.txt
